,X,National.Reference,LIMS.number,CB.18,CB.28,CB.31,CB.44,CB.47,CB.49,CB.52,CB.66,CB.101,CB.105,CB.110,CB.118,CB.128,CB.138,CB.141,CB.149,CB.151,CB.153,CB.156,CB.158,CB.170,CB.180,CB.183,CB.187,CB.194,LIPID,HCB,AHCH,BHCH,GHCH,DIELDRIN,PPDDE,PPTDE,PPDDT,BDE.17,BDE.28,BDE.47,BDE.66,BDE.85,BDE.99,BDE.100,BDE.138,BDE.153,BDE.154,BDE.183,A.HBCD,B.HBCD,G.HBCD,Tissue,source,Class,Event,Species..scientific.,Species..common.,Species.Uncertain,Date.Found,Date.Certainty,Year,Location,Local.Authority,Region,Country,Grid.Ref,Easting,Northing,Latitude,Longitude,Sex,Length,Length.Uncertain,Euthanased,Stranding.Type,Condition.Found...Stranding.Outcome,Stranding.data.Stage,Sent.for.PM,Project,PM.Number,Histology.Number,Age.Group,PM.Date,Condition.at.PM,Frozen,Pathologist,Cause.of.Death,Cause.of.Death.Category,Cause.of.Death.Class,Live.Stranding..diagnosed.,PM.Summary,Age..yr.,Body.Weight..kg.,Length..PM...cm.,Girth..cm.,Dorsal.Blubber..mm.,Lateral.Blubber..mm.,Ventral.Blubber..mm.,Heart.Weight..g.,L.Testis..g.,R.Testis..g.,NMS.No,M.Ref,na_count,Lateral.Blubber..mm..1,Total_DDT,TotalCBs,TotalPBDEs,Speciescode,Date.found3,NOD,Rel.body.wt,resm4,Areaau,AreaAU2
296,786,SW1999/77,1999/01305,0.013215859,0.013215859,0,0.017621145,0.053964758,0.042951542,0.198237885,0.253303965,0.297356828,0.109030837,0.04845815,0.429515419,0.18722467,1.651982379,0.031938326,0.737885463,0.198237885,1.872246696,0.022026432,0.092511013,0.220264317,0.561674009,0.176211454,0.572687225,0.039647577,90.8,0.154185022,0.029735683,NA,0.209251101,0.814977974,1.101321586,0.495594714,0.165198238,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,13/04/1999,exact,1999,0.5 miles off Minsmere Sluice,Suffolk,East coast,England,TM48806600,648800,266000,52.23546696,1.64426188,M,122,FALSE,FALSE,entangled,freshly dead (code 2a),verified,TRUE,EW,XT221/99,221/99,juvenile,14/04/1999,freshly dead (code 2a),FALSE,Paul Jepson,"physical trauma, by-catch (known)",Bycatch (known),Trauma,FALSE,,2,37,122,86,23,28,27,NA,16,14,NA,,16,NA,1.762114537,7.841409692,NA,HP,13/04/1999,3389,0.289198611,-0.10613277,Greater North Sea,Southern North Sea
297,787,SW1999/96,1999/03842,0.011752137,0.018162393,0,0.017094017,0.043803419,0.047008547,0.128205128,0.071581197,0.235042735,0.128205128,0.061965812,0.427350427,0.181623932,1.175213675,0.040598291,0.438034188,0.117521368,1.495726496,0.03525641,0.072649573,0.224358974,0.566239316,0.16025641,0.448717949,0.052350427,93.6,0.14957265,0.025641026,NA,0.138888889,0.534188034,0.705128205,0.277777778,0.06517094,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,01/05/1999,exact,1999,Wallog,Ceredigion,West coast,Wales,SN58908570,258900,285700,52.45063679,-4.076565936,F,111,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,EW,XT394/99,394/99,juvenile,06/05/1999,slight decomposition (code 2b),FALSE,Paul Jepson,"physical trauma, bottlenose dolphin attack","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,0,23,111,76,21,25,22,NA,NA,NA,NA,,16,NA,1.048076923,6.198717949,NA,HP,01/05/1999,3407,0.04994949,-0.546662482,Irish Sea,Irish and Celtic
298,788,SW1999/148,2000/03670,0,0,0,0,0.130434783,0.063043478,0.75,0.923913043,0.467391304,0,0.184782609,0.75,0.293478261,3.47826087,0.039130435,2.173913043,0.565217391,5.217391304,0,0.201086957,0.413043478,0.913043478,0.326086957,1.195652174,0.041304348,92,0.369565217,0.017391304,NA,0.336956522,2.5,2.608695652,1.52173913,0.619565217,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,29/07/1999,exact,1999,"Bathside Bay, Harwich",Essex,East coast,England,TM24453260,624450,232600,51.94610467,1.266274521,M,87,FALSE,FALSE,live stranded,freshly dead (code 2a),verified,TRUE,EW,XT1037/99,1037/99,juvenile,26/08/1999,slight decomposition (code 2b),TRUE,Paul Jepson,live stranding,Live Stranding,Others,FALSE,,0,13,87,61,19,19,19,NA,4,3,NA,,16,NA,4.75,18.12717391,NA,HP,29/07/1999,3496,0.088324394,0.473311287,Greater North Sea,Southern North Sea
299,790,SW1999/174B,2000/03530,0.03280543,0.010180995,0,0.027149321,0.064479638,0.070135747,0.169683258,0,0.36199095,0.124434389,0.089366516,0.520361991,0.237556561,1.696832579,0.049773756,0.690045249,0.20361991,2.262443439,0,0.093891403,0.350678733,0.893665158,0.260180995,0.803167421,0.097285068,88.4,0.102941176,0.015837104,NA,0.107466063,0.441176471,1.119909502,1.131221719,0.214932127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,23/09/1999,exact,1999,"Moreton, Wirral",Wirral,West coast,England,SJ26009000,326000,390000,53.40136843,-3.113137719,F,114,FALSE,FALSE,entangled,unknown,verified,TRUE,EW,S2010,,juvenile,10/10/1999,freshly dead (code 2a),TRUE,John Baker,"physical trauma, by-catch (known)",Bycatch (known),Trauma,FALSE,,1,25,114,73,23,23,21,174,NA,NA,NA,,16,NA,2.466063348,9.109728507,NA,HP,23/09/1999,3552,0.066675307,-0.027839677,Irish Sea,Irish and Celtic
300,791,SW1999/189,2000/03531,0.01371308,0,0,0,0.044303797,0.018987342,0.179324895,0,0.485232068,0,0,0.453586498,0.26371308,1.898734177,0.018987342,0.780590717,0.200421941,2.320675105,0,0.099156118,0.411392405,1.054852321,0.305907173,0.875527426,0.210970464,94.8,0.179324895,0.039029536,NA,0.101265823,0.580168776,0.780590717,0.390295359,0.200421941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,26/10/1999,exact,1999,Penbryn,Ceredigion,West coast,Wales,SN29005250,229000,252500,52.14387231,-4.499330311,F,116,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,S2012,,juvenile,06/11/1999,freshly dead (code 2a),FALSE,John Baker,"physical trauma, bottlenose dolphin attack","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,1,24,116,76,18,15,15,151,NA,NA,NA,,16,NA,1.371308017,9.636075949,NA,HP,26/10/1999,3585,-0.017616375,-0.215561254,Irish Sea,Irish and Celtic
301,793,SW1999/202,2000/03533,0.010613208,0.018867925,0,0,0.015330189,0.021226415,0.056603774,0.117924528,0.589622642,0.079009434,0.011792453,0.341981132,0.129716981,0.849056604,0.016509434,0.318396226,0.088443396,1.037735849,0,0.045990566,0.117924528,0.353773585,0.109669811,0.306603774,0.16509434,84.8,0.099056604,0.041273585,NA,0.076650943,0.259433962,0.530660377,0.306603774,0.16509434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,05/12/1999,exact,1999,Pont LLyfni,Gwynedd,West coast,Wales,SH43105260,243100,352600,53.04730339,-4.340904065,F,113,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,EW,S2015,,juvenile,06/12/1999,slight decomposition (code 2b),FALSE,John Baker,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,1,25,113,74,24,25,20,129,NA,NA,NA,,16,NA,1.002358491,4.801886792,NA,HP,05/12/1999,3625,0.088696983,-0.662987246,Irish Sea,Irish and Celtic
302,794,SW1999/208,2000/03534,0.010227273,0.021590909,0,0,0.040909091,0.007954545,0.073863636,0,0.397727273,0.1,0,0.431818182,0.261363636,1.931818182,0.036363636,0.704545455,0.227272727,2.386363636,0,0.136363636,0.602272727,1.590909091,0.522727273,1,0.25,88,0.069318182,0.038636364,NA,0.073863636,0.272727273,0.306818182,0.170454545,0.170454545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,26/12/1999,exact,1999,"Langland Bay, Gower",Swansea,West coast,Wales,SS60608730,260600,187300,51.56684388,-4.011507019,F,125,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,EW,XT012/00,012/00,juvenile,05/01/2000,slight decomposition (code 2b),FALSE,Paul Jepson,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,1,33,125,82,29,28,26,NA,NA,NA,NA,,16,NA,0.647727273,10.73409091,NA,HP,26/12/1999,3646,0.114070034,-0.058141934,Celtic Sea,Irish and Celtic
303,795,SW2000/13,2000/03535,0.014254386,0.007675439,0.006578947,0.026315789,0.028508772,0.031798246,0.091008772,0,0.252192982,0.096491228,0.14254386,0.328947368,0.164473684,1.096491228,0.05372807,0.625,0.175438596,1.425438596,0,0.055921053,0.219298246,0.548245614,0.153508772,0.646929825,0.047149123,91.2,0.120614035,0.05372807,NA,0.088815789,0.274122807,0.570175439,0.164473684,0.164473684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,06/02/2000,exact,2000,Marazion,Cornwall,South-west,England,SW50803120,150800,31200,50.1278255,-5.487157987,F,130,FALSE,FALSE,dead stranded,unknown,verified,TRUE,EW,M35/2/00,,juvenile,07/02/2000,slight decomposition (code 2b),FALSE,Vic Simpson,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,3,39,130,85,25,25,24,242,NA,NA,NA,,16,NA,0.899122807,6.237938596,NA,HP,06/02/2000,3688,0.183094141,-0.696950986,Celtic Sea,Irish and Celtic
304,797,SW2000/20,2000/03673,0,0,0,0.126436782,0.494252874,0.24137931,2.183908046,3.218390805,1.954022989,0.505747126,0.850574713,4.252873563,1.724137931,18.3908046,0.206896552,12.64367816,3.67816092,29.88505747,1.091954023,0.965517241,4.022988506,9.310344828,2.643678161,9.425287356,0.540229885,87,1.126436782,0.052873563,NA,0.574712644,4.712643678,8.275862069,3.448275862,2.643678161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,13/02/2000,exact,2000,"Salthouse, Widemouth Bay",Cornwall,South-west,England,SS19900310,219900,103100,50.79887046,-4.556020357,M,128,FALSE,FALSE,dead stranded,unknown,verified,TRUE,EW,M68/2/00,,juvenile,14/02/2000,slight decomposition (code 2b),FALSE,Bob Monies,"physical trauma, by-catch?; multiple parasitism (heavy), haemorrhage (pulmonary?)",Bycatch,Trauma,FALSE,,3,22,128,72,8,6,10,170,17,34,NA,,16,NA,14.36781609,108.3563218,NA,HP,13/02/2000,3695,-0.350673206,1.75379444,Celtic Sea,Irish and Celtic
305,799,SW2000/33,2000/03536,0.119883041,0.007309942,0.004385965,0.058479532,0.160818713,0.097953216,0.906432749,0,0.716374269,0,0.204678363,0.877192982,0.467836257,3.947368421,0.049707602,2.192982456,0.67251462,4.678362573,0,0.160818713,0.350877193,7.602339181,0.277777778,1.257309942,0.048245614,68.4,0.730994152,0.043859649,NA,0.233918129,0.33625731,4.970760234,1.301169591,0.921052632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,29/02/2000,exact,2000,River Blyth at Blyth,Northumberland,East coast,England,NZ3181,431000,581000,55.12235521,-1.513857351,F,109,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT139/00,139/00,juvenile,02/03/2000,freshly dead (code 2a),FALSE,Paul Jepson,"parasitism, pulmonary and cardiac (heavy)","Pneumonia, Parasitic",Infectious Disease,TRUE,,1,18,109,68,9,9,9,NA,NA,NA,NA,,16,NA,7.192982456,24.85964912,NA,HP,29/02/2000,3711,-0.149727279,0.944875717,Greater North Sea,Northern North Sea
306,800,SW2000/37,2000/03537,0.08203125,0.010416667,0.009114583,0.044270833,0.1015625,0.0625,0.416666667,0,0.325520833,0,0.11328125,0.403645833,0.338541667,3.515625,0.036458333,1.432291667,0.3515625,4.6875,0,0.182291667,0.7421875,1.822916667,0.5078125,1.5625,0.182291667,76.8,0.3125,0.02734375,NA,0.169270833,1.692708333,1.432291667,1.302083333,0.494791667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,03/03/2000,exact,2000,West Dale beach,Pembrokeshire,West coast,Wales,SM79900580,179900,205800,51.70723172,-5.186040856,F,140,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,EW,XT153/00,153/00,juvenile,07/03/2000,slight decomposition (code 2b),FALSE,Paul Jepson,"haemorrhage, pulmonary (parasitic)","Pneumonia, Parasitic",Infectious Disease,TRUE,,3,32,140,77,9,9,11,NA,NA,NA,NA,,16,NA,3.229166667,16.93098958,NA,HP,03/03/2000,3714,-0.199960332,0.096803701,Celtic Sea,Irish and Celtic
307,856,SW2010/51,2013/01093/01,0.015219842,0.005636979,0.005636979,0.005636979,0.047914318,0.046561443,0.210822999,0.075648253,0.294250282,0.050507328,0.020631342,0.26832018,0.111612176,0.898534386,0.014994363,0.612175874,0.174746336,1.183765502,0.028297632,0.030101466,0.07632469,0.1578354,0.048816234,0.367531003,0.005636979,88.7,0.187147689,0.020067644,NA,0.013303269,0.052311161,1.206313416,0.286358512,0.129650507,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,03/02/2010,,2010,"West Sands, St Andrews",Fife,Fife,Scotland,NO 500 189,350000,718900,56.36027778,-2.81,F,122,TRUE,FALSE,dead stranded,moderate decomposition (code 3),verified,TRUE,S,M024/10,,juvenile,24/06/2010,freshly dead (code 2a),TRUE,Andrew Brownlow,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,NA,20,122,65,13,12,14,NA,NA,NA,NA,M024/10,16,NA,1.622322435,4.757158963,NA,HP,03/02/2010,7338,-0.325987028,-0.688806544,Greater North Sea,Northern North Sea
308,859,SW2010/63,2013/00941/01,0.005624297,0.005624297,0.014623172,0.038245219,0.044769404,0.033858268,0.14848144,0.116985377,0.257592801,0.086839145,0.032733408,0.663667042,0.200224972,1.597300337,0.026771654,1.83352081,0.236220472,2.587176603,0.065016873,0.060742407,0.239595051,0.625421822,0.143982002,0.816647919,0.069741282,88.9,0.164229471,0.016310461,NA,0.005624297,0.023847019,0.686164229,0.142857143,0.348706412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,26/02/2010,exact,2010,"Porth Beach, Newquay",Cornwall,South-west,England,SW 823 628,182300,62800,50.425,-5.065555556,M,121,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,M1/3/10,,juvenile,01/03/2010,slight decomposition (code 2b),FALSE,James Barnett,acute physical trauma (suspected BND attack),"Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,NA,32.5,121,84.5,25,22,24,216.8,16.8,15.6,NA,,16,NA,1.177727784,9.951406074,NA,HP,26/02/2010,7361,0.180092459,-0.078992099,Celtic Sea,Irish and Celtic
309,860,SW2010/64,2013/00942/01,0.005694761,0.005694761,0.005694761,0.005694761,0.024487472,0.005694761,0.109225513,0.014009112,0.093394077,0.024031891,0.005694761,0.118451025,0.063439636,0.466970387,0.005694761,0.315489749,0.088268793,0.611617312,0.016628702,0.016742597,0.049088838,0.109567198,0.035421412,0.190205011,0.005694761,87.8,0.111275626,0.018678815,NA,0.011617312,0.029157175,0.592255125,0.167425968,0.094305239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,27/02/2010,exact,2010,Blyth beach,Northumberland,East coast,England,NZ 324 785,432400,578500,55.10027778,-1.493055556,F,120,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT213/10,213/10,juvenile,12/04/2010,slight decomposition (code 2b),TRUE,Rob Deaville,"parasitism, gastric and pulmonary","Pneumonia, Parasitic",Infectious Disease,TRUE,,NA,30.6,120,80,25,25,21,NA,NA,NA,NA,,16,NA,0.853986333,2.392596811,NA,HP,27/02/2010,7362,0.140594772,-1.073453971,Greater North Sea,Northern North Sea
310,863,SW2010/220,2013/01095/01,0.015454545,0.012727273,0.005681818,0.032727273,0.129545455,0.104659091,0.368181818,0.168181818,0.530681818,0.1375,0.062727273,0.544318182,0.217045455,1.818181818,0.053409091,1.613636364,0.481818182,2.784090909,0.062045455,0.122727273,0.280681818,0.863636364,0.2625,1.088636364,0.090454545,88,0.075795455,0.019204545,NA,0.013636364,0.043295455,1.715909091,1.340909091,0.172727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,13/07/2010,exact,2010,"Sandbank, Dunoon, Argyll & Bute",Argyll and Bute,Strathclyde,Scotland,NS 156 812,215600,681200,55.98861111,-4.956944444,F,88,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,S,M137/10,,juvenile,16/07/2010,freshly dead (code 2a),FALSE,Andrew Brownlow,maternal separation,Starvation (neonate),Others,FALSE,,NA,14.7,88,65,18,18,17,NA,NA,NA,NA,M137/10,16,NA,3.229545455,11.85125,NA,HP,13/07/2010,7498,0.182657145,0.798199548,Western Scotland AU,Irish and Celtic
311,867,SW2010/274,2013/00947/01,0.04972973,0.026891892,0.007162162,0.035810811,0.139189189,0.097432432,0.459459459,0.112297297,0.716216216,0.189189189,0.057972973,1.009459459,0.425675676,3.283783784,0.053108108,1.905405405,0.381081081,4.337837838,0.057837838,0.132837838,0.421621622,1.05,0.281081081,1.293243243,0.134459459,74,0.47972973,0.040135135,NA,0.01527027,0.080135135,1.891891892,1.343243243,0.344594595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,31/08/2010,exact,2010,Ynys Lochtyn,Ceredigion,West coast,Wales,SN 314 557,231400,255700,52.17416667,-4.466388889,M,87,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT067/11,067/11,juvenile,25/01/2011,slight decomposition (code 2b),TRUE,Paul Jepson,"physical trauma, bottlenose dolphin attack","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,NA,8.2,87,49,12,13,13,NA,2.9,NA,NA,,16,NA,3.57972973,16.65878378,NA,HP,31/08/2010,7547,-0.372490809,0.05807929,Irish Sea,Irish and Celtic
312,869,SW2010/338,2013/00949/01,0.075745257,0.017208672,0.007588076,0.053523035,0.39701897,0.219512195,1.298102981,0.849593496,1.067750678,0.27100271,0.076151762,1.517615176,0.596205962,6.273712737,0.066531165,4.498644986,1.207317073,8.414634146,0.266937669,0.31300813,0.764227642,2.2899729,0.726287263,3.008130081,0.253387534,73.8,0.834688347,0.007588076,NA,0.007588076,0.197831978,5.745257453,3.685636856,0.826558266,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,15/10/2010,exact,2010,"Anthorn, Wigton",Cumbria,West coast,England,NY 192 577,319200,557700,54.90777778,-3.261111111,M,95,TRUE,TRUE,live stranded,freshly dead- died on beach (code 2a),verified,TRUE,EW,XT994/10,994/10,juvenile,27/10/2010,slight decomposition (code 2b),FALSE,Paul Jepson,starvation/hypothermia,Starvation,Others,FALSE,,NA,11,95,50,8,8,8,NA,4.4,NA,NA,,16,NA,10.25745257,34.5298103,NA,HP,15/10/2010,7592,-0.298602716,1.24263671,Irish Sea,Irish and Celtic
313,870,SW2010/342,2013/00950/01,0.005599104,0.005599104,0.005599104,0.022508399,0.028667413,0.027547592,0.088913774,0.061142217,0.201567749,0.059238522,0.029115342,0.344904815,0.109518477,0.809630459,0.023740202,0.875699888,0.128779395,1.153415454,0.021052632,0.028219485,0.134378499,0.279955207,0.077155655,0.412094065,0.033594625,89.3,0.123180291,0.011758119,NA,0.005599104,0.017805151,0.460246361,0.066965286,0.227323628,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,19/10/2010,exact,2010,Sennen Cove,Cornwall,South-west,England,SW 355 264,135500,26400,50.07916667,-5.697777778,F,147,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,EW,M135/10/10,,juvenile,19/10/2010,slight decomposition (code 2b),FALSE,James Barnett,"physical trauma, by-catch",Bycatch,Trauma,FALSE,"This female harbour porpoise was in good body condition.  The encircling wounds, marks and notches in the left pectoral, tail flukes and mandible, the skin tag on the left tail fluke, the subcutaneous and intramuscular haemorrhages over the head and the presence of froth in the airways are consistent with a diagnosis of bycatch. ",NA,41,147,84,26,20,22,292.5,NA,NA,NA,,16,NA,0.754535274,4.967637178,NA,HP,19/10/2010,7596,-0.074072454,-1.215316625,Celtic Sea,Irish and Celtic
314,872,SW2010/373,2013/00951/01,0.075198939,0.032228117,0.007493369,0.05132626,0.222811671,0.214854111,0.863395225,0.623342175,1.078249337,0.173740053,0.074005305,1.067639257,0.519893899,4.694960212,0.051193634,2.877984085,0.812997347,6.233421751,0.04005305,0.139257294,0.416445623,0.887267905,0.25596817,1.856763926,0.092175066,75.4,0.480106101,0.020822281,NA,0.007493369,0.172413793,4.190981432,1.039787798,0.484084881,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,16/11/2010,exact,2010,"North Sands beach, Hartlepool",Hartlepool,East coast,England,NZ 505 365,450500,536500,54.72138889,-1.216666667,M,108,TRUE,FALSE,dead stranded,freshly dead-slight decomposition (code 2a-2b),verified,TRUE,EW,XT1083/10,1083/10,juvenile,10/12/2010,slight decomposition (code 2b),TRUE,Rob Deaville,starvation,Starvation,Others,FALSE,,NA,15.1,108,60,8,7,8,NA,6.1,NA,NA,,16,NA,5.714854111,23.36266578,NA,HP,16/11/2010,7624,-0.30236778,0.765375997,Greater North Sea,Northern North Sea
315,875,SW2011/11,2013/00952/01,0.029484029,0.022235872,0.006265356,0.027395577,0.141277641,0.106756757,0.477886978,0.288697789,0.632678133,0.181818182,0.09017199,1.044226044,0.472972973,3.968058968,0.042997543,1.695331695,0.44963145,5.945945946,0.061179361,0.127764128,0.426289926,0.969287469,0.272727273,1.277641278,0.108476658,81.4,0.328009828,0.028869779,NA,0.006265356,0.099262899,3.660933661,0.4004914,0.313267813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,11/01/2011,+/- 3 days,2011,"Louisa Bay, Broadstairs",Kent,East coast,England,TR 399 674,639900,167400,51.35555556,1.445,M,108,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,EW,XT042/11,042/11,juvenile,18/01/2011,slight decomposition (code 2b),FALSE,Paul Jepson,"parasitism, heavy (multiple sites) and physical trauma, acute","Pneumonia, Parasitic",Infectious Disease,TRUE,,NA,21.5,108,74,11,9,10,NA,9.4,NA,NA,,16,NA,4.374692875,18.86719902,NA,HP,11/01/2011,7680,0.050990412,0.379102525,Greater North Sea,Southern North Sea
316,878,SW2011/42,2013/00955/01,0.005668934,0.005668934,0.005668934,0.034693878,0.067573696,0.043650794,0.182539683,0.093877551,0.272108844,0.086281179,0.028911565,0.56462585,0.154195011,1.235827664,0.026190476,1.315192744,0.217687075,2.0861678,0.0361678,0.053061224,0.22675737,0.520408163,0.134920635,0.605442177,0.055668934,88.2,0.204081633,0.005668934,NA,0.005668934,0.036848073,0.621315193,0.100907029,0.219954649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,01/02/2011,exact,2011,Tywyn,Gwynedd,West coast,Wales,SN 581 998,258100,299800,52.57777778,-4.094722222,M,120,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT196/12,196/12,juvenile,29/02/2012,slight decomposition (code 2b),TRUE,Rob Deaville,starvation/hypothermia,Starvation,Others,FALSE,,NA,22.9,120,66,17,18,18,NA,5.7,NA,NA,,16,NA,0.942176871,8.058956916,NA,HP,01/02/2011,7701,-0.149268326,-0.367311202,Irish Sea,Irish and Celtic
317,879,SW2011/61,2013/00956/01,0.005780347,0.005780347,0.005780347,0.005780347,0.034566474,0.016647399,0.14566474,0.064277457,0.124855491,0.027861272,0.005780347,0.173410405,0.094797688,0.700578035,0.005780347,0.404624277,0.111213873,1.095953757,0.025433526,0.030289017,0.086358382,0.196531792,0.058843931,0.293641618,0.025549133,86.5,0.112947977,0.022774566,NA,0.005780347,0.005780347,0.738728324,0.128323699,0.076531792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Blubber,porp_cb_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,12/02/2011,exact,2011,Hartlepool,Hartlepool,East coast,England,NZ 531 335,453100,533500,54.69416667,-1.176944444,M,132,TRUE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT132/11,132/11,juvenile,24/02/2011,slight decomposition (code 2b),FALSE,Paul Jepson,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,NA,35.5,132,83,27,23,23,NA,21,19.7,NA,,16,NA,0.943583815,3.745780347,NA,HP,12/02/2011,7712,0.050904999,-0.673099215,Greater North Sea,Northern North Sea
