,X,National.Reference,LIMS.number,CB.18,CB.28,CB.31,CB.44,CB.47,CB.49,CB.52,CB.66,CB.101,CB.105,CB.110,CB.118,CB.128,CB.138,CB.141,CB.149,CB.151,CB.153,CB.156,CB.158,CB.170,CB.180,CB.183,CB.187,CB.194,LIPID,HCB,AHCH,BHCH,GHCH,DIELDRIN,PPDDE,PPTDE,PPDDT,BDE.17,BDE.28,BDE.47,BDE.66,BDE.85,BDE.99,BDE.100,BDE.138,BDE.153,BDE.154,BDE.183,A.HBCD,B.HBCD,G.HBCD,Tissue,source,Class,Event,Species..scientific.,Species..common.,Species.Uncertain,Date.Found,Date.Certainty,Year,Location,Local.Authority,Region,Country,Grid.Ref,Easting,Northing,Latitude,Longitude,Sex,Length,Length.Uncertain,Euthanased,Stranding.Type,Condition.Found...Stranding.Outcome,Stranding.data.Stage,Sent.for.PM,Project,PM.Number,Histology.Number,Age.Group,PM.Date,Condition.at.PM,Frozen,Pathologist,Cause.of.Death,Cause.of.Death.Category,Cause.of.Death.Class,Live.Stranding..diagnosed.,PM.Summary,Age..yr.,Body.Weight..kg.,Length..PM...cm.,Girth..cm.,Dorsal.Blubber..mm.,Lateral.Blubber..mm.,Ventral.Blubber..mm.,Heart.Weight..g.,L.Testis..g.,R.Testis..g.,NMS.No,M.Ref,na_count,Lateral.Blubber..mm..1,Total_DDT,TotalCBs,TotalPBDEs,Speciescode,Date.found3,NOD,Rel.body.wt,resm4,Areaau,AreaAU2
101,456,SW2008/29,2008/02044,0.09299308,0.019463668,0.033520761,0.036764706,0.085423875,0.118944637,0.291955017,0.281141869,0.551470588,0.216262976,0.055147059,0.486591696,0.216262976,1.730103806,0.054065744,1.297577855,0.302768166,2.05449827,0.069204152,0.057309689,0.173010381,0.35683391,0.098399654,0.62716263,0.047577855,92.48,0.155709343,0.020544983,0.000973183,0,0.038927336,1.266219723,0.295198962,0.034602076,0.001081315,0.050821799,0.281141869,0.00508218,0.001081315,0.055147059,0.078935986,0.001081315,0.010813149,0.024870242,0.001081315,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,14/02/2008,exact,2008,Dungeness power station,Kent,East coast,England,TR095169,609500,116900,50.91293176,0.980609905,M,118,FALSE,TRUE,live stranded,freshly dead (code 2a),verified,TRUE,EW,XT142/08,142/08,juvenile,18/02/2008,freshly dead (code 2a),TRUE,Paul Jepson,"live stranded, euthanized",Live Stranding,Others,FALSE,,NA,26,118,73,24,24,24,NA,12,11,NA,,4,NA,1.596020761,9.354455017,0.511137543,HP,14/02/2008,6618,0.019699753,-0.410769314,Greater North Sea,Channel
102,457,SW2008/37,2008/02045,0.048118985,0.01312336,0,0.01312336,0.040463692,0.033902012,0.09623797,0.063429571,0.174978128,0.069991251,0.025153106,0.262467192,0.142169729,1.093613298,0.038276465,0.317147857,0.082020997,1.640419948,0.068897638,0.047025372,0.174978128,0.459317585,0.120297463,0.32808399,0.074365704,91.44,0.114829396,0,0.000984252,0,0.021872266,0.518372703,0.2055993,0,0.001093613,0.002515311,0.164041995,0.002843395,0.001093613,0.019685039,0.072178478,0.001093613,0.007764654,0.038276465,0.001093613,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,28/02/2008,exact,2008,at sea (Dulas Bay),Anglesey,West coast,Wales,SH517893,251700,389300,53.37943894,-4.229763439,F,116,FALSE,FALSE,at sea,freshly dead (code 2a),verified,TRUE,EW,XT191/08,191/08,juvenile,07/03/2008,freshly dead (code 2a),TRUE,Paul Jepson,"physical trauma, bottlenose dolphin attack (known)","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,NA,28,116,77,28,27,26,NA,NA,NA,NA,,4,NA,0.723972003,5.4276028,0.31167979,HP,28/02/2008,6632,0.136534305,-0.440504893,Irish Sea,Irish and Celtic
103,458,SW2008/49,2008/02046,0.089325099,0,0,0.018747243,0.082708425,0.057344508,0.341861491,0.286722541,0.264666961,0.242611381,0.068372298,0.286722541,0.187472431,2.095280106,0.028672254,1.213056903,0.341861491,2.867225408,0.090427878,0.057344508,0.209528011,0.452139391,0.13233348,0.904278783,0.065063961,90.68,0.123511248,0,0.000992501,0,0.036391707,0.823775915,0.284516983,0,0.001102779,0.001102779,0.087119541,0.001102779,0.001102779,0.016541685,0.029775033,0.001102779,0.009483899,0.020952801,0.001102779,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,26/03/2008,exact,2008,Bridlington (South Sands),East Riding of Yorkshire,East coast,England,TA180662,518000,466200,54.07800253,-0.196194848,F,117,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,EW,XT263/08,263/08,juvenile,10/04/2008,slight decomposition (code 2b),TRUE,Paul Jepson,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,NA,32,117,81,26,24,24,NA,NA,NA,NA,,4,NA,1.108292898,10.38376709,0.170489634,HP,26/03/2008,6659,0.24861111,0.329702722,Greater North Sea,Southern North Sea
104,625,SW2016/2,2018/235701,0.005876709,0.005876709,0.005876709,0.005876709,0.05888826,0.022295144,0.243550212,0.185388967,0.207199434,0.056464875,0.013570957,0.362296087,0.163578501,1.732720415,0.005876709,0.96087223,0.207199434,2.738425271,0.020841113,0.072822725,0.212046205,0.483465347,0.139344649,0.603422914,0.057070721,82.52918288,0.141768034,0.005876709,0.005876709,0.005876709,0.043742103,1.308628006,0.317463461,0.138132956,0.001151108,0.004034936,0.141768034,0.001151108,0.001151108,0.015873173,0.052829797,0.001151108,0.012722772,0.027263083,0.001151108,0.116928336,0.000145403,0.000361084,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,NA,04/01/2016,,2016,Coopers Beach,Essex,East coast,England,TM 052 135,605200,213500,51.783232,0.973923,M,105,NA,NA,dead stranded,freshly dead-slight decomposition (code 2a-2b),,TRUE,EW,XT070/16,070/16,juvenile,13/01/2016,slight decomposition (code 2b),FALSE,,Bycatch,Trauma,,FALSE,,NA,32.4,105,87,19,22,22,NA,22.8,19.5,NA,,4,NA,1.764224422,8.570847006,0.260247336,HP,04/01/2016,9499,0.53150743,0.206171361,Greater North Sea,Southern North Sea
105,639,SW2016/201,2018/235705,0.005515741,0.005515741,0.005515741,0.005515741,0.042662566,0.028816931,0.132828042,0.106375,0.213875661,0.061348545,0.018123148,0.330944444,0.131702381,0.864507937,0.020261905,0.611234127,0.124948413,1.077257937,0.014746164,0.033994974,0.103560847,0.248771164,0.070916667,0.396232804,0.031968783,88.83666275,0.284792328,0.012044577,0.005515741,0.005515741,0.047277778,0.641626984,0.234137566,0.089039815,0.001125661,0.002386402,0.082848677,0.001125661,0.001125661,0.009365503,0.024989683,0.001125661,0.007339312,0.017222619,0.001125661,3.770965608,0.005099246,0.002183783,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,NA,26/04/2016,,2016,Cwmtydu,Ceredigion,West coast,Wales,SN 355 576,235500,257600,52.1925,-4.407222222,M,116,NA,NA,dead stranded,slight decomposition (code 2b),,TRUE,EW,XT1046/16,1046/16,juvenile,28/07/2016,slight decomposition (code 2b),TRUE,,"Physical Trauma, Bottlenose Dolphin Attack",Trauma,,FALSE,,NA,23.5,116,74.5,14,18,17,NA,5.5,5.5,NA,,4,NA,0.964804365,4.687141402,0.149780503,HP,26/04/2016,9612,-0.038669784,-0.833641211,Irish Sea,Irish and Celtic
106,641,SW2016/202,2018/235706,0.005740495,0.005740495,0.005740495,0.005740495,0.019819816,0.008302569,0.047857604,0.02670841,0.109129839,0.067073157,0.005740495,0.234453917,0.108283871,0.627224654,0.017523618,0.224785714,0.054262788,0.847176267,0.025862442,0.030092281,0.130520737,0.31421659,0.07770818,0.239288018,0.055471313,82.74547188,0.116622696,0.012447811,0.005740495,0.005740495,0.020424078,0.270709677,0.109371544,0.054383641,0.001148099,0.001148099,0.059459447,0.001148099,0.001148099,0.010671279,0.02477477,0.001148099,0.004930783,0.013898041,0.001148099,0.338387097,0.000804878,0.000810921,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,NA,27/04/2016,,2016,Tresaith,Ceredigion,West coast,Wales,SN 277 516,227700,251600,52.13611111,-4.518333333,M,121,NA,NA,dead stranded,slight decomposition (code 2b),,TRUE,EW,XT917/16,917/16,juvenile,12/07/2016,slight decomposition (code 2b),TRUE,,Bycatch,Trauma,,FALSE,,NA,31,121,82,27,26,26,NA,12,13,NA,,4,NA,0.434464862,3.294464263,0.120622915,HP,27/04/2016,9613,0.132839575,-0.99879627,Irish Sea,Irish and Celtic
107,643,SW2016/280,2018/235707,0.005329393,0.005329393,0.005329393,0.005329393,0.05159306,0.022451486,0.148542657,0.094341596,0.14627483,0.067467848,0.005329393,0.349245331,0.197300934,1.4287309,0.011452525,0.543144525,0.123596562,1.848278863,0.034470968,0.062251846,0.240389643,0.650866299,0.148542657,0.549948005,0.10568073,88.19015534,0.236987903,0.005329393,0.005329393,0.005329393,0.035718272,0.576028014,0.309558362,0.08878542,0.001077218,0.001077218,0.06338576,0.001077218,0.001077218,0.013606961,0.029708531,0.001077218,0.01047736,0.029481749,0.001077218,0.236987903,0.000947952,0.001034129,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,NA,18/05/2016,,2016,Tywyn,Gwynedd,West coast,Wales,SH 577 006,257700,300600,52.585,-4.101111111,F,122,NA,NA,dead stranded,slight decomposition (code 2b),,TRUE,EW,XT1676/16,1676/16,juvenile,26/10/2016,slight decomposition (code 2b),TRUE,,"Physical Trauma, Bottlenose Dolphin Attack",Trauma,,FALSE,,NA,26.5,122,75,14,14,13,NA,NA,NA,NA,,4,NA,0.974371795,6.85121823,0.153123667,HP,18/05/2016,9634,-0.044574569,-0.532279155,Irish Sea,Irish and Celtic
108,677,SW2017/296,2019/236585,0.022538532,0.016117671,0.006355342,0.019786734,0.161176709,0.093561114,0.5176,0.339388354,0.484840506,0.129334481,0.031187038,0.707605063,0.445529114,3.341468354,0.030138734,1.572455696,0.397045063,4.940131645,0.115575494,0.149383291,0.509737721,1.306448608,0.380010127,1.480729114,0.20704,76.3137558,0.305318481,0.020572962,0.006355342,0.016510785,0.060670582,2.817316456,3.236637975,0.344629873,0.001244861,0.001244861,0.165107848,0.001244861,0.001244861,0.030007696,0.085043646,0.001244861,0.022800608,0.129465519,0.004429084,0.30924962,0.000437667,0.000601464,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,NA,16/04/2017,,2017,off Meols parade,Wirral,West coast,England,SJ 212 915,321200,391500,53.41472222,-3.186388889,M,120,NA,NA,entangled,freshly dead (code 2a),,TRUE,EW,XT574/17,574/17,juvenile,13/06/2017,freshly dead (code 2a),TRUE,,Bycatch (known),Trauma,,FALSE,,NA,29,120,75,20,19,20,NA,13.9,13.2,NA,,4,NA,6.398584303,17.40518451,0.443078704,HP,16/04/2017,9967,0.086890593,0.767791461,Irish Sea,Irish and Celtic
109,684,SW2017/612,2019/236591,0.007204005,0.007204005,0.007204005,0.007204005,0.1556065,0.070599245,0.436562681,0.253580963,0.508602728,0.194508125,0.021179774,1.126706326,0.672854034,5.330963436,0.053885955,1.512840975,0.393338653,7.996445153,0.24781776,0.234850551,0.848631747,2.276465467,0.596491584,1.61369704,0.304008996,69.40584089,0.517247533,0.019018572,0.007204005,0.007204005,0.083134214,3.126538015,1.81540917,0.335706616,0.001440801,0.001440801,0.025502176,0.001440801,0.001440801,0.021756094,0.136587928,0.001440801,0.023196895,0.140622171,0.004927539,0.244936158,0.000306891,0.000371727,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,NA,23/10/2017,,2017,Mostyn,Flintshire,West coast,Wales,SJ 174 798,317400,379800,53.30916667,-3.240277778,M,123,NA,NA,dead stranded,slight decomposition (code 2b),,TRUE,EW,XT1279/17,1279/17,juvenile,05/12/2017,slight decomposition (code 2b),TRUE,,Bycatch,Trauma,,FALSE,,NA,24.1,123,70,12,12,11,NA,12.2,NA,NA,,4,NA,5.277653801,24.87845371,0.359796808,HP,23/10/2017,10157,-0.1599112,0.833393393,Irish Sea,Irish and Celtic
110,17,SW1994/14A,2004/00064,0.005328218,0.019181586,0,0,0.009590793,0.01172208,0.062872975,0.086317136,0.117220801,0.05541347,0.020247229,0.117220801,0.053282182,0.245098039,0.03516624,0.138533674,0.046888321,0.287723785,0.03516624,0.028772379,0.04369139,0.083120205,0.022378517,0.092710997,0.001065644,93.84,0.159846547,0.047953964,NA,0.031969309,0.052216539,0.383631714,0.138533674,0.170502984,0.001065644,0.001065644,0.245098039,0.001065644,0.001065644,0.036231884,0.040494459,0.001065644,0.001065644,0.001065644,0.001065644,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,05/02/1994,exact,1994,Saltburn (nr Invergordon),Highland,Highland,Scotland,NH73407060,273400,870600,57.70758938,-4.12492296,F,120,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,S,M0232/94,,juvenile,,freshly dead (code 2a),FALSE,Harry Ross,"physical trauma, bottlenose dolphin attack","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,2,36,120,93,50,30,28,NA,NA,NA,NA,M0232/94,5,NA,0.692668372,1.618712702,0.330349531,HP,05/02/1994,1496,0.303113702,-0.824866872,Greater North Sea,Northern North Sea
111,18,SW1994/20B,2002/04638,0.042763158,0.014254386,0.003289474,0.015350877,0.14254386,0.085526316,0.800438596,0,0.625,0.14254386,0.109649123,0.800438596,0.427631579,4.495614035,0.077850877,3.070175439,0.679824561,6.688596491,0,0.372807018,0.800438596,1.973684211,0.789473684,2.083333333,0.131578947,91.2,1.206140351,0.028508772,NA,0.049342105,3.399122807,4.276315789,2.083333333,1.754385965,0.001096491,0.010964912,1.864035088,0.021929825,0.001096491,0.471491228,0.493421053,0.001096491,0.087719298,0.153508772,0.001096491,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,18/02/1994,exact,1994,Gosford Bay,East Lothian,Lothian,Scotland,NT44807880,344800,678800,55.99901726,-2.885148369,F,112,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,S,M0364/94,,juvenile,,freshly dead (code 2a),TRUE,Harry Ross,"parasitism, pulmonary/gastric and pulmonary thrombosis","Pneumonia, Parasitic",Infectious Disease,FALSE,,NA,28,112,81,23,23,23,NA,NA,NA,NA,M0364/94,5,NA,8.114035088,24.37280702,3.10745614,HP,18/02/1994,1509,0.224243095,1.512053806,Greater North Sea,Northern North Sea
112,36,SW1995/122A,2004/00009,0,0.007472246,0,0.004269855,0.026686593,0.034158839,0.18146883,0.170794193,0.128095645,0.016011956,0.001067464,0.149444919,0.060845431,0.512382579,0.004269855,0.298889838,0.092869342,0.629803587,0.012809564,0.023484202,0.04910333,0.117421008,0.033091375,0.138770282,0.003202391,93.68,0.234842015,0.027754056,NA,0.029888984,0.101409052,1.046114432,0.224167378,0.341588386,0.001067464,0.001067464,0.384286934,0.001067464,0.001067464,0.001067464,0.05764304,0.001067464,0.001067464,0.012809564,0.001067464,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,06/10/1995,exact,1995,"Shandwick, Balintore",Highland,Highland,Scotland,NH86307530,286300,875300,57.75323464,-3.910771611,F,104,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,S,M2016/95,,juvenile,,freshly dead (code 2a),FALSE,R Collins,"physical trauma, by-catch",Bycatch,Trauma,FALSE,,0,23,104,75,33,30,26,NA,NA,NA,NA,M2016/95,5,NA,1.611870196,2.696413322,0.463279249,HP,06/10/1995,2104,0.21276153,-0.415117531,Greater North Sea,Northern North Sea
113,53,SW1996/101D,2004/00013,0.049266728,0.024060495,0.003437214,0.073327223,0.378093492,0.263519707,2.062328139,1.604032997,1.145737855,0.95096242,0.137488543,1.260311641,0.641613199,6.186984418,0.126031164,4.239230064,1.489459212,9.96791934,0.332263978,0.481209899,1.260311641,2.978918423,1.145737855,3.32263978,0.332263978,87.28,0.607241063,0.03208066,NA,0.035517874,0.527039413,5.155820348,5.843263061,2.176901925,0.001145738,0.020623281,2.062328139,0.035517874,0.001145738,0.802016499,0.366636114,0.001145738,0.113428048,0.137488543,0.001145738,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,13/06/1996,exact,1996,Arrochar,Argyll and Bute,Strathclyde,Scotland,NN29700440,229700,704400,56.20174773,-4.745557624,F,106,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,S,M1020/96,,juvenile,,freshly dead (code 2a),FALSE,Tony Patterson,"pneumonia, parasitic and mycotic","Pneumonia, Parasitic and Mycotic",Infectious Disease,FALSE,,4,18,106,67,15,14,15,NA,NA,NA,NA,M1020/96,5,NA,13.17598533,40.4571494,3.542621448,HP,13/06/1996,2355,-0.079970825,1.756686324,Western Scotland AU,Irish and Celtic
114,97,SW1998/2A,2002/04642,0.018973214,0.0234375,0,0.025669643,0.037946429,0.061383929,0.212053571,0.056919643,0.3125,0.082589286,0.083705357,0.290178571,0.111607143,0.825892857,0.029017857,0.446428571,0.145089286,0.837053571,0.020089286,0.051339286,0.077008929,0.15625,0.056919643,0.234375,0.011160714,89.6,0.256696429,0.167410714,NA,0.424107143,1.116071429,0.9375,0.357142857,0.301339286,0.001116071,0.066964286,1.674107143,0.078125,0.001116071,0.580357143,0.256696429,0.001116071,0.001116071,0.055803571,0.001116071,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,06/01/1998,exact,1998,"Sand, Mainland",Shetland ,Shetland,Scotland,HU35004740,435000,1147400,60.20999968,-1.368434239,F,120,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M0059/98,,juvenile,,slight decomposition (code 2b),FALSE,Tony Patterson,peritonitis and mesenteric ln abscessation (F. necrophorum),Others,Infectious Disease,FALSE,,1,18,120,63,12,11,12,NA,NA,NA,NA,M0059/98,5,NA,1.595982143,4.207589286,2.717633929,HP,06/01/1998,2927,-0.390033479,-0.351970297,Greater North Sea,Northern North Sea
115,136,SW1999/76A,2002/04651,0,0,0,0,0,0,0.081858407,0,0.154867257,0,0,0.199115044,0.076327434,0.409292035,0,0.188053097,0.060840708,0.519911504,0,0,0.058628319,0.132743363,0.048672566,0.154867257,0,90.4,0.199115044,0,NA,0.05199115,0.475663717,0.64159292,0.132743363,0.14380531,0.001106195,0.022123894,0.707964602,0.022123894,0.001106195,0.099557522,0.210176991,0.001106195,0.033185841,0.055309735,0.001106195,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,12/04/1999,exact,1999,"Charlestown, nr Dunfermline",Fife,Fife,Scotland,NT07008340,307000,683400,56.03449893,-3.492691506,F,107,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M0511/99,,juvenile,,slight decomposition (code 2b),TRUE,Tony Patterson,"parasitism (multiple sites, heavy)","Pneumonia, Parasitic",Infectious Disease,FALSE,,0,18,107,65,18,18,20,NA,NA,NA,NA,M0511/99,5,NA,0.918141593,2.085176991,1.154867257,HP,12/04/1999,3388,-0.103439956,-1.293401867,Greater North Sea,Northern North Sea
116,137,SW1999/90A,2002/04652,0.034319527,0.010650888,0.002366864,0.028402367,0.084023669,0.059171598,0.437869822,0.047337278,0.49704142,0.142011834,0.072189349,0.804733728,0.284023669,2.01183432,0.041420118,1.301775148,0.355029586,2.485207101,0.031952663,0.118343195,0.284023669,0.650887574,0.213017751,0.75739645,0.046153846,84.5,0.556213018,0.076923077,NA,0.118343195,1.775147929,2.958579882,1.100591716,0.579881657,0.001183432,0.001183432,1.538461538,0.001183432,0.001183432,0.426035503,0.319526627,0.001183432,0.071005917,0.082840237,0.001183432,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,20/04/1999,exact,1999,"Slatrach Bay, Kerrera",Argyll and Bute,Strathclyde,Scotland,NM81602960,181600,729600,56.40812303,-5.540410218,F,114,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M0516/99,,juvenile,,slight decomposition (code 2b),FALSE,Tony Patterson,generalised bacterial infection (Erysipelothrix rhusiopathiae),Generalised Bacterial Infection,Infectious Disease,FALSE,,2,18,114,64,10,10,10,NA,NA,NA,NA,M0516/99,5,NA,4.639053254,10.80118343,2.444970414,HP,20/04/1999,3396,-0.26182876,0.28351222,Western Scotland AU,Western Scotland AA
117,148,SW2000/74B,2002/04656,0.006329114,0.007383966,0,0.010548523,0.02742616,0.029535865,0.147679325,0.116033755,0.242616034,0.071729958,0.049578059,0.242616034,0.097046414,0.696202532,0.03164557,0.421940928,0.137130802,0.801687764,0.01371308,0.028481013,0.063291139,0.126582278,0.054852321,0.221518987,0.002109705,94.8,0.168776371,0.037974684,NA,0.073839662,0.622362869,1.054852321,0.253164557,0.189873418,0.001054852,0.021097046,1.687763713,0.042194093,0.001054852,0.738396624,0.421940928,0.001054852,0.052742616,0.073839662,0.001054852,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,03/04/2000,exact,2000,"Footdee, Aberdeen",City of Aberdeen,Grampian,Scotland,NJ95700580,395700,805800,57.14325777,-2.071064537,F,122,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M059/00,,juvenile,,slight decomposition (code 2b),FALSE,Tony Patterson,"physical trauma, bottlenose dolphin attack","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,3,31,122,82,25,22,24,NA,NA,NA,NA,M059/00,5,NA,1.497890295,3.647679325,3.042194093,HP,03/04/2000,3745,0.112267902,-0.365519606,Greater North Sea,Northern North Sea
118,151,SW2000/140A,2002/04657,0.098654709,0.023542601,0,0.051569507,0.280269058,0.19058296,0.852017937,0,0.773542601,0.213004484,0.123318386,0.908071749,0.437219731,3.587443946,0.094170404,2.578475336,0.986547085,4.820627803,0,0.291479821,0.661434978,1.905829596,0.717488789,2.578475336,0.156950673,89.2,0.313901345,0.035874439,NA,0.235426009,1.569506726,3.139013453,3.139013453,0.616591928,0.001121076,0.001121076,2.242152466,0.001121076,0.001121076,0.8632287,0.48206278,0.001121076,0.179372197,0.14573991,0.001121076,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,09/08/2000,exact,2000,Blairmore,Argyll and Bute,Strathclyde,Scotland,NS194825,219400,682500,56.00142082,-4.896573127,F,128,FALSE,FALSE,dead stranded,freshly dead (code 2a),verified,TRUE,S,M148/00,,juvenile,,freshly dead (code 2a),FALSE,Tony Patterson,"generalised bacterial infection (Staphylococcus aureus), sequel to physical trauma",Physical Trauma,Trauma,FALSE,,2,31,128,77,14,15,17,NA,NA,NA,NA,M148/00,5,NA,6.894618834,22.33071749,3.919282511,HP,09/08/2000,3873,-0.007728454,1.217989414,Western Scotland AU,Irish and Celtic
119,170,SW2001/21B,2002/04661,0.050213675,0.012820513,0,0.02991453,0.14957265,0.128205128,0.459401709,0.039529915,0.416666667,0.117521368,0.072649573,0.491452991,0.202991453,1.709401709,0.066239316,1.388888889,0.480769231,2.35042735,0,0.117521368,0.299145299,0.833333333,0.320512821,1.175213675,0.069444444,93.6,0.14957265,0.017094017,NA,0.105769231,1.282051282,1.495726496,1.816239316,0.320512821,0.001068376,0.001068376,1.282051282,0.021367521,0.001068376,0.705128205,0.299145299,0.001068376,0.106837607,0.096153846,0.001068376,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,25/01/2001,exact,2001,Dunoon,Argyll and Bute,Strathclyde,Scotland,NS176768,217600,676800,55.94958757,-4.921539381,F,129,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M008/01,,juvenile,,slight decomposition (code 2b),FALSE,Tony Patterson,"parasitism, pulmonary (heavy)","Pneumonia, Parasitic",Infectious Disease,FALSE,,2,35,129,80,22,28,27,NA,NA,NA,NA,M008/01,5,NA,3.632478632,10.98183761,2.516025641,HP,25/01/2001,4042,0.094181378,0.615821658,Western Scotland AU,Irish and Celtic
120,173,SW2001/25C,2002/04662,0,0.004347826,0,0,0.015217391,0.013043478,0.061956522,0.017391304,0.130434783,0.067391304,0.017391304,0.25,0.097826087,0.706521739,0.018478261,0.239130435,0.07173913,0.858695652,0.014130435,0.038043478,0.101086957,0.25,0.091304348,0.25,0.02173913,92,0.108695652,0.009782609,NA,0.018478261,0.336956522,0.902173913,0.195652174,0.195652174,0.001086957,0.007608696,0.97826087,0.001086957,0.001086957,0.130434783,0.347826087,0.001086957,0.032608696,0.108695652,0.001086957,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,28/01/2001,exact,2001,"Cambo Sands, Kingsbarns",Fife,Fife,Scotland,NO604125,360400,712500,56.30335235,-2.64003188,F,125,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M010/01,,juvenile,,slight decomposition (code 2b),FALSE,Tony Patterson,"physical trauma, bottlenose dolphin attack","Physical Trauma, Bottlenose Dolphin Attack",Trauma,FALSE,,1,32,125,86,25,24,23,NA,NA,NA,NA,M010/01,5,NA,1.293478261,3.335869565,1.610869565,HP,28/01/2001,4045,0.083298375,-0.596610049,Greater North Sea,Northern North Sea
121,179,SW2001/55A,2002/04663,0,0,0,0,0,0,0.146531792,0,0.21416185,0,0,0.30433526,0.123988439,0.665028902,0,0.417052023,0.108208092,0.82283237,0,0,0.09017341,0.180346821,0.068757225,0.247976879,0,88.71794872,0.315606936,0.041705202,NA,0.056358382,1.12716763,1.104624277,0.462138728,0.180346821,0.001127168,0.001127168,0.473410405,0.001127168,0.001127168,0.146531792,0.112716763,0.001127168,0.033815029,0.045086705,0.001127168,NA,NA,NA,Blubber,porp_mast,Cetacean,Single,Phocoena phocoena,Harbour porpoise,FALSE,14/03/2001,exact,2001,"Braigh, Stornoway",Western Isles,Western Isles,Scotland,NB478322,147800,932200,58.20656613,-6.29362622,F,126,FALSE,FALSE,dead stranded,slight decomposition (code 2b),verified,TRUE,S,M027/01,,juvenile,,slight decomposition (code 2b),FALSE,Tony Patterson,"parasitism, pulmonary and generalised bacterial infection (Escherichia coli)",Generalised Bacterial Infection,Infectious Disease,FALSE,,1,24,126,70,9,9,9,NA,NA,NA,NA,M027/01,5,NA,1.747109827,3.389393064,0.818323699,HP,14/03/2001,4090,-0.224299692,-0.546766447,Western Scotland AU,Western Scotland AA
